Sr,Stroke No.,Date,Advance Time,Excavation per Stroke,Boring Energy,RPM,Torque,Thrust Force,Speed,Gripper Pressure,Total Revolution,Front Shield Pressure LHS,Front Shield Pressure rHS,Q-Value,Q-Value based,Penetration
87,3571,2016-05-14 00:00:00,28,1.682,16.4,4,2200,5245,58,187,112,77,76,3,3,14.5
88,3572,2016-05-14 00:00:00,26,1.522,12.1,4.2,1500,3571,56,187,109,67,64,3,4,13.4
89,3573,2016-05-14 00:00:00,27,1.522,11.3,4.2,1400,3402,56,188,113,33,77,3,4,13.4
90,3574,2016-05-14 00:00:00,29,1.526,9.2,4.1,1100,3006,53,188,119,42,68,3,5,12.9
91,3575,2016-05-14 00:00:00,27,1.523,9,3.8,1200,3546,55,189,103,34,71,3,5,14.5
92,3576,2016-05-14 00:00:00,28,1.522,10.9,3.9,1400,3602,54,187,109,67,79,3,4,13.8
93,3577,2016-05-15 00:00:00,27,1.54,12.6,4,1600,3525,55,187,108,69,75,3,4,14
94,3578,2016-05-15 00:00:00,27,1.517,10.2,4,1300,3395,55,188,108,66,81,3,4,14
95,3579,2016-05-15 00:00:00,30,1.71,10.8,4,1400,3495,56,190,120,77,85,3,4,14
96,3580,2016-05-15 00:00:00,28,1.525,8.4,4.2,1000,3170,54,189,118,75,75,3,5,12.9
97,3581,2016-05-15 00:00:00,28,1.523,8.4,4.2,1000,3335,54,189,118,59,66,3,5,12.9
98,3582,2016-05-15 00:00:00,29,1.521,10.5,4.2,1200,3245,52,189,122,44,66,3,4,12.4
99,3583,2016-05-16 00:00:00,22,1.221,11.7,4.1,1400,3676,53,188,90,70,54,3,4,13
100,3584,2016-05-16 00:00:00,23,1.232,13,4.8,1300,4153,52,187,110,69,81,3,4,10.9
101,3585,2016-05-16 00:00:00,22,1.233,10.6,4.4,1200,3596,54,192,97,60,82,3,4,12.3
102,3586,2016-05-16 00:00:00,21,1.23,10,4,1300,3349,56,189,84,49,84,3,4,13.9
103,3587,2016-05-16 00:00:00,23,1.373,12.6,4.3,1600,4223,59,190,99,66,86,4,4,13.6
104,3588,2016-05-16 00:00:00,22,1.223,10.1,4.2,1200,4004,54,191,92,48,78,4,4,12.9
105,3589,2016-05-16 00:00:00,24,1.226,11.6,4.2,1300,4470,51,189,101,38,86,4,4,12.1
106,3590,2016-05-16 00:00:00,23,1.226,15.4,4.2,1800,4982,53,191,97,47,66,4,3,12.6
107,3591,2016-05-16 00:00:00,24,1.232,15.4,4.2,1700,5072,50,190,101,52,64,4,3,11.9
108,3592,2016-05-16 00:00:00,27,1.244,17.2,4.2,1700,7236,45,189,113,77,72,4,3,10.8
109,3593,2016-05-17 00:00:00,28,1.222,22.1,4.4,2000,8239,43,190,123,71,75,4,2,9.7
110,3594,2016-05-17 00:00:00,29,1.269,25.4,4.6,2200,7591,43,190,133,50,50,4,2,9.3
111,3595,2016-05-17 00:00:00,26,1.276,26.3,4.6,2600,7653,49,190,120,57,70,4,2,10.5
112,3596,2016-05-17 00:00:00,25,1.387,26.2,4.3,3100,7133,55,190,108,60,70,4,2,12.7
113,3597,2016-05-17 00:00:00,20,1.1,21.1,4.4,2400,6811,54,192,88,67,69,4,2,12.1
114,3598,2016-05-17 00:00:00,23,1.225,23.4,4.6,2400,7225,51,191,106,78,43,4,2,11.2
115,3599,2016-05-17 00:00:00,24,1.238,24.7,4.4,2700,6928,52,189,106,56,68,4,2,11.7
116,3600,2016-05-17 00:00:00,26,1.26,28,4.3,2900,8053,48,191,112,57,87,4,2,11
117,3601,2016-05-18 00:00:00,26,1.246,28.1,5.2,2300,7196,46,195,135,74,68,4,2,9
118,3602,2016-05-18 00:00:00,35,1.562,22.1,5.3,1700,7969,44,217,186,82,52,4,2,8.4
119,3603,2016-05-18 00:00:00,23,1.225,14.6,4.3,1600,6273,51,216,99,66,69,4,3,12
120,3604,2016-05-18 00:00:00,23,1.232,14,4.3,1600,4482,53,218,99,58,58,4,3,12.4
121,3605,2016-05-19 00:00:00,24,1.225,13,4,1500,4284,50,217,96,77,56,4,4,12.5
122,3606,2016-05-19 00:00:00,23,1.206,14,4.2,1600,4588,52,189,97,59,68,4,3,12.6
123,3607,2016-05-19 00:00:00,22,1.246,12.4,4,1600,4521,56,191,88,57,84,4,4,13.8
124,3608,2016-05-19 00:00:00,25,1.381,13,4,1600,3992,53,190,100,72,72,4,4,13.5
125,3609,2016-05-19 00:00:00,23,1.235,14,4.3,1600,4180,53,188,99,64,60,4,3,12.5
126,3610,2016-05-19 00:00:00,22,1.244,15.7,4.3,1900,4127,56,192,95,44,67,4,3,13.1
127,3611,2016-05-19 00:00:00,21,1.245,13.6,4.3,1700,4701,58,190,90,83,87,4,3,13.6
128,3612,2016-05-19 00:00:00,21,1.241,13.6,4.3,1700,6286,58,190,90,71,65,4,3,13.3
129,3613,2016-05-19 00:00:00,21,1.228,14.4,4.4,1700,5444,56,189,92,71,77,4,3,12.9
130,3614,2016-05-19 00:00:00,21,1.214,14.2,4.4,1700,6155,57,189,92,82,48,4,3,13
131,3615,2016-05-20 00:00:00,21,1.251,15,4.4,1800,6495,57,191,92,85,61,4,3,13
132,3616,2016-05-20 00:00:00,22,1.233,15.7,4.6,1700,5758,54,189,101,84,61,4,3,11.7
133,3617,2016-05-20 00:00:00,33,1.734,15.2,4.3,1700,6923,52,190,142,70,65,4,2,12
134,3618,2016-05-20 00:00:00,26,1.194,17.4,4.1,1800,8183,46,189,107,84,83,4,2,11.2
135,3619,2016-05-20 00:00:00,29,1.224,19.9,4.3,1800,8159,42,217,125,55,69,4,2,9.8
136,3620,2016-05-20 00:00:00,27,1.228,17.5,4.3,1700,5414,45,217,116,65,65,4,2,10.4
137,3621,2016-05-21 00:00:00,25,1.24,16.3,4.1,1800,4623,49,218,103,63,66,4,3,12
138,3622,2016-05-21 00:00:00,23,1.248,17.9,4.3,2000,5600,52,190,99,70,77,4,2,12.3
139,3623,2016-05-21 00:00:00,32,1.503,17.9,4.5,1700,4722,46,191,144,78,70,4,2,10.2
140,3624,2016-05-21 00:00:00,24,1.223,12.7,4.1,1400,4009,49,190,98,62,65,4,4,12.2
141,3625,2016-05-21 00:00:00,24,1.224,13,4.3,1400,3832,50,192,103,44,65,4,4,11.7
142,3626,2016-05-21 00:00:00,23,1.226,9.8,4.3,1100,3870,52,190,99,37,75,4,4,12
143,3627,2016-05-21 00:00:00,23,1.226,10.3,4.2,1200,3894,53,189,97,53,72,4,4,12.6
144,3628,2016-05-21 00:00:00,22,1.248,10.6,4.5,1200,3842,55,189,99,59,82,4,4,12
145,3629,2016-05-22 00:00:00,22,1.207,13.1,4.3,1500,4219,53,189,95,80,81,4,4,12.5
146,3630,2016-05-22 00:00:00,29,1.298,13.7,4.3,1300,4132,44,188,125,79,60,4,3,10.2
147,3631,2016-05-22 00:00:00,24,1.292,13.6,4.1,1600,4527,52,188,98,69,65,4,3,12.7
148,3632,2016-05-22 00:00:00,26,1.44,12.8,4,1600,4340,54,188,104,75,80,4,4,13.4
149,3633,2016-05-22 00:00:00,24,1.224,13.3,4.2,1500,4675,51,197,101,82,80,4,4,12.2
150,3634,2016-05-22 00:00:00,24,1.189,12.5,3.7,1500,4270,48,199,89,69,64,4,4,12.8
151,3635,2016-05-22 00:00:00,26,1.226,12.2,3.7,1400,4342,46,198,96,63,85,4,4,12.4
152,3636,2016-05-22 00:00:00,22,1.174,10.7,4.2,1200,4406,51,190,92,52,82,4,4,12.3
153,3637,2016-05-22 00:00:00,24,1.268,11.4,4,1400,4672,53,189,96,74,67,4,4,13.2
154,3638,2016-05-23 00:00:00,24,1.279,12.5,4,1500,4838,52,189,96,83,60,4,4,13.1
155,3639,2016-05-23 00:00:00,27,1.399,14.4,4,1700,4306,51,187,108,77,55,4,3,12.7
156,3640,2016-05-23 00:00:00,22,1.228,8.9,4.2,1100,3859,56,187,92,64,56,4,5,13.2
157,3641,2016-05-23 00:00:00,22,1.231,10.5,4.2,1300,3887,56,188,92,59,56,4,4,13.2
158,3642,2016-05-23 00:00:00,22,1.224,14.3,4.2,1700,4069,54,189,92,53,60,4,3,12.8
159,3643,2016-05-23 00:00:00,21,1.23,15.1,4.2,1900,4233,57,190,88,69,61,4,3,13.5
160,3644,2016-05-24 00:00:00,22,1.261,12.4,4.2,1500,3493,55,191,92,74,63,4,4,13
161,3645,2016-05-24 00:00:00,23,1.285,14.9,4.4,1700,3818,54,191,101,72,81,4,3,12.3
162,3646,2016-05-24 00:00:00,25,1.348,14.3,4.4,1600,3907,53,191,110,66,77,4,3,12.1
163,3647,2016-05-24 00:00:00,27,1.415,14.3,4.3,1600,4252,52,189,116,55,81,4,3,12
164,3648,2016-05-24 00:00:00,26,1.223,13.8,4.2,1400,4569,46,193,109,62,77,4,3,11
165,3649,2016-05-24 00:00:00,25,1.239,18,4.3,1900,4938,49,188,108,72,70,4,2,11.3
166,3650,2016-05-24 00:00:00,29,1.229,17.9,4.1,1700,4823,42,189,119,64,62,4,2,10.2
167,3651,2016-05-24 00:00:00,28,1.262,15.7,4.1,1600,4806,45,190,115,56,80,4,3,11
168,3652,2016-05-25 00:00:00,28,1.286,14.8,4.1,1500,4653,45,190,115,78,79,4,3,11.1
169,3653,2016-05-25 00:00:00,25,1.284,13,4.1,1500,4434,51,191,103,66,77,4,4,12.3
170,3654,2016-05-25 00:00:00,29,1.523,11.9,4.4,1300,4196,52,188,128,66,73,4,4,12
171,3655,2016-05-25 00:00:00,18,1.114,12.4,4.6,1500,4522,60,190,83,64,73,4,4,13.1
172,3656,2016-05-25 00:00:00,27,1.387,10.6,4.1,1200,3943,50,190,111,57,67,4,4,12.3
173,3657,2016-05-25 00:00:00,24,1.239,9.6,4.1,1100,3594,51,187,98,52,62,4,4,12.6
174,3658,2016-05-25 00:00:00,23,1.225,10.4,4.1,1200,3885,51,190,94,61,61,4,4,12.5
175,3659,2016-05-25 00:00:00,25,1.235,10.3,3.9,1200,3488,49,190,98,74,58,4,4,12.5
176,3660,2016-05-25 00:00:00,27,1.486,12,4,1500,3511,54,189,108,79,49,4,4,13.5
177,3661,2016-05-26 00:00:00,25,1.525,11.3,4.4,1400,4456,59,188,110,86,61,3,4,13.3
178,3662,2016-05-26 00:00:00,28,1.545,11.5,4.4,1300,4582,54,190,123,65,69,3,4,12.1
179,3663,2016-05-26 00:00:00,28,1.555,10.5,4.1,1300,5152,55,187,115,77,84,3,4,13.6
180,3664,2016-05-26 00:00:00,29,1.508,9.8,4.2,1100,4650,51,189,122,55,84,3,4,12.1
181,3665,2016-05-26 00:00:00,21,1.13,9.3,3.8,1200,3461,53,191,80,59,74,3,5,13.9
182,3666,2016-05-26 00:00:00,8,0.465,7.9,3.8,1000,3188,52,190,30,63,73,3,5,13.7
183,3667,2016-05-26 00:00:00,27,1.533,9.2,3.9,1200,3566,55,195,105,63,66,3,5,14.1
184,3668,2016-05-26 00:00:00,30,1.54,9.3,4,1100,3372,51,190,120,66,71,3,5,12.7
185,3669,2016-05-27 00:00:00,22,1.108,9,4.1,1000,3345,49,190,90,52,80,3,5,12
186,3670,2016-05-27 00:00:00,29,1.538,10.5,4.2,1200,4226,52,191,122,60,87,3,4,12.5
187,3671,2016-05-27 00:00:00,0,0.005,10.2,4.2,1100,1491,49,187,0,63,84,3,4,2.2
188,3672,2016-05-27 00:00:00,29,1.657,9.4,4.4,1100,4357,56,189,128,73,68,3,5,12.9
189,3673,2016-05-27 00:00:00,25,1.23,7.8,3.9,900,4021,49,185,98,71,55,3,5,12.4
190,3674,2016-05-27 00:00:00,23,1.211,8.9,4.2,1000,3284,51,188,97,70,51,3,5,12.3
191,3675,2016-05-27 00:00:00,26,1.233,11.6,4.2,1200,3059,47,187,109,74,41,3,4,11.3
192,3676,2016-05-27 00:00:00,24,1.273,10.3,4.2,1200,4003,53,188,101,69,59,3,4,12.5
193,3677,2016-05-28 00:00:00,26,1.286,15.4,4.1,1700,4580,49,188,107,70,79,3,3,11.9
194,3678,2016-05-28 00:00:00,23,1.275,10.1,4.2,1200,3897,54,189,97,63,83,4,4,12.9
195,3679,2016-05-28 00:00:00,25,1.312,11.6,4.3,1300,3825,52,190,108,65,79,4,4,12.1
196,3680,2016-05-28 00:00:00,22,1.292,10.6,4.3,1300,3683,57,187,95,58,85,4,4,13.1
197,3681,2016-05-28 00:00:00,29,1.574,13.2,4.4,1500,3505,54,192,128,54,84,4,4,12.2
198,3682,2016-05-28 00:00:00,22,1.233,9.3,4.2,1100,4527,54,188,92,71,43,4,5,13.1
199,3683,2016-05-28 00:00:00,22,1.23,12.6,4,1600,4205,55,188,88,70,53,4,4,13.9
200,3684,2016-05-28 00:00:00,22,1.235,10.7,4.2,1300,3428,55,187,92,60,60,4,4,13.1
201,3685,2016-05-28 00:00:00,23,1.235,13,3.9,1600,3622,52,189,90,65,62,3,4,13.2
202,3686,2016-05-29 00:00:00,26,1.271,14.9,3.9,1700,3955,48,190,101,72,57,3,3,12.4
203,3687,2016-05-29 00:00:00,24,1.29,12.7,3.9,1600,3916,53,190,94,78,55,3,4,13.6
204,3688,2016-05-29 00:00:00,26,1.265,13.2,3.9,1500,4377,48,187,101,66,73,3,4,12.3
205,3689,2016-05-29 00:00:00,29,1.428,12.3,3.9,1400,3971,48,190,113,58,80,4,4,12.3
206,3690,2016-05-29 00:00:00,28,1.392,9.1,4.2,1000,4210,50,188,118,54,74,4,5,11.7
207,3691,2016-05-29 00:00:00,26,1.137,14.7,3.9,1500,4756,43,190,101,68,64,4,3,10.9
208,3692,2016-05-29 00:00:00,28,1.261,12.2,3.9,1300,4563,45,189,109,72,79,4,4,11.4
209,3693,2016-05-30 00:00:00,27,1.269,14.3,3.9,1600,5171,47,190,105,81,72,4,3,11.9
210,3694,2016-05-30 00:00:00,32,1.377,14.7,3.9,1500,6626,43,188,125,83,73,4,3,11.1
211,3695,2016-05-31 00:00:00,45,1.23,9.9,3.1,800,4254,27,190,140,74,71,4,4,8.6
212,3696,2016-05-31 00:00:00,24,1.183,12.9,4.1,1400,3685,48,191,98,53,60,4,4,11.7
1,3697,2016-01-06 00:00:00,38,1.439,11.2,3.2,1200,3215,37,190,122,74,80,4,4,11.6
2,3698,2016-01-06 00:00:00,30,1.224,11,3.7,1100,2316,40,187,111,60,52,4,4,10.7
3,3699,2016-01-06 00:00:00,32,1.219,11.9,3.5,1200,2418,38,189,112,45,39,4,4,10.8
4,3700,2016-01-06 00:00:00,30,1.221,10.7,3.6,1100,2827,40,190,108,61,45,4,4,11.1
5,3701,2016-01-06 00:00:00,26,1.205,11.6,3.8,1300,3024,46,189,99,63,52,4,4,12
6,3702,2016-02-06 00:00:00,25,1.296,10.9,3.9,1300,2885,50,192,98,44,40,4,4,13.1
7,3703,2016-02-06 00:00:00,26,1.294,12,3.8,1400,3096,48,188,99,58,60,4,4,12.5
8,3704,2016-02-06 00:00:00,27,1.3,10.3,3.8,1200,3240,48,188,103,40,53,4,4,12.6
9,3705,2016-02-06 00:00:00,30,1.714,10.5,4.2,1300,3068,56,188,126,30,44,4,4,13.2
10,3706,2016-02-06 00:00:00,31,1.512,9.2,3.8,1100,3030,49,188,118,39,56,4,5,13
11,3707,2016-02-06 00:00:00,28,1.526,10.4,4,1300,2874,54,189,112,56,61,4,4,13.5
12,3708,2016-02-06 00:00:00,25,1.501,9.4,4.2,1200,2628,58,189,105,57,49,4,5,13.7
13,3709,2016-02-06 00:00:00,21,1.243,9.4,4.2,1200,1978,58,191,88,42,37,4,5,13.7
14,3710,2016-03-06 00:00:00,24,1.269,9.7,3.9,1200,1502,52,187,94,33,31,4,4,13.6
15,3711,2016-03-06 00:00:00,29,1.512,11.2,3.8,1400,1937,51,189,110,30,31,4,4,13.2
16,3712,2016-03-06 00:00:00,30,1.537,14.4,4,1700,2257,51,188,120,33,34,4,3,12.7
17,3713,2016-03-06 00:00:00,32,1.659,13.3,4.2,1500,2434,51,188,134,40,40,4,4,12.2
18,3714,2016-03-06 00:00:00,29,1.533,13,4,1600,3750,53,186,116,56,54,4,4,13.1
19,3715,2016-03-06 00:00:00,29,1.237,14.6,3.8,1500,3588,42,189,110,53,54,4,3,10.9
20,3716,2016-04-06 00:00:00,25,1.255,12.5,3.7,1500,3799,48,190,93,75,77,4,4,13.1
21,3717,2016-04-06 00:00:00,28,1.256,13.6,3.7,1500,3722,44,185,104,69,60,4,3,11.9
22,3718,2016-04-06 00:00:00,22,1.032,15.6,3.7,1800,3562,46,187,81,55,54,4,3,12.4
23,3719,2016-04-06 00:00:00,60,1.132,29.5,4,1300,3263,19,189,240,45,45,4,2,4.7
24,3720,2016-04-06 00:00:00,30,1.222,12,3.7,1200,3139,40,188,111,34,32,4,4,10.8
25,3721,2016-04-06 00:00:00,28,1.23,11.4,3.7,1200,3048,42,190,104,33,32,4,4,11.6
26,3722,2016-04-06 00:00:00,28,1.227,9.3,3.7,1000,2850,43,188,104,32,34,4,5,11.6
27,3723,2016-04-06 00:00:00,26,1.237,9.6,3.8,1100,2935,47,187,99,31,33,4,4,12.4
28,3724,2016-04-06 00:00:00,26,1.221,8.7,3.8,1000,2791,47,187,99,32,31,4,5,12.4
29,3725,2016-05-06 00:00:00,28,1.523,11.1,3.9,1400,2755,53,186,109,31,31,4,4,13.7
30,3726,2016-05-06 00:00:00,28,1.531,11.2,4,1400,2663,54,189,112,30,30,4,4,13.6
31,3727,2016-05-06 00:00:00,31,1.408,13.1,3.9,1400,2917,45,188,121,30,30,4,4,11.6
32,3728,2016-05-06 00:00:00,15,0.301,19.9,3.9,900,2137,19,190,59,30,30,4,2,5
33,3729,2016-05-06 00:00:00,35,1.523,11.4,3.4,1300,2968,42,187,119,30,30,4,4,12.5
34,3730,2016-05-06 00:00:00,33,1.421,11.9,3.3,1400,3749,42,189,109,44,35,4,4,12.5
35,3731,2016-05-06 00:00:00,39,1.52,12,3.1,1400,3897,39,190,121,65,48,4,4,12.4
36,3732,2016-05-06 00:00:00,35,1.529,15,3.6,1700,3787,44,190,126,44,33,4,3,12.3
37,3733,2016-05-06 00:00:00,33,1.534,14.4,3.6,1700,3969,46,188,119,50,41,4,3,12.7
38,3734,2016-05-06 00:00:00,32,1.252,23.1,3.8,2200,6260,39,188,122,46,48,4,2,10.1
39,3735,2016-06-06 00:00:00,36,1.31,36,4,3000,8949,36,190,144,37,43,4,2,8.9
40,3736,2016-06-06 00:00:00,46,1.461,40.4,4,2900,9744,31,212,184,36,39,4,2,7.8
41,3737,2016-06-06 00:00:00,46,1.223,45.3,5.2,2100,7998,26,214,239,38,38,4,2,5.1
42,3738,2016-06-06 00:00:00,36,1.22,37,5.4,2100,6903,33,218,194,43,41,4,2,6.2
43,3739,2016-06-06 00:00:00,31,1.247,22,4.3,1900,4361,40,216,133,47,44,4,2,9.5
44,3740,2016-07-06 00:00:00,25,0.928,17.5,4.3,1400,3791,37,188,108,49,45,4,2,8.7
45,3741,2016-07-06 00:00:00,34,1.068,18.5,3.8,1400,3795,31,188,129,45,39,4,2,8.2
46,3742,2016-07-06 00:00:00,29,1.104,15.8,3.7,1500,4390,38,188,107,43,34,4,3,10.1
47,3743,2016-07-06 00:00:00,29,1.239,14.3,3.7,1500,4056,42,187,107,75,39,4,3,11.3
48,3744,2016-07-06 00:00:00,26,1.132,16.6,3.9,1700,3887,43,188,101,75,44,4,3,11.2
49,3745,2016-07-06 00:00:00,28,1.247,12.4,3.6,1400,3723,44,188,101,70,58,4,4,12.1
50,3746,2016-08-06 00:00:00,37,1.759,12.5,3.9,1400,3730,47,187,144,50,46,4,4,11.9
51,3747,2016-08-06 00:00:00,19,0.822,12.1,3.7,1300,3629,43,188,70,39,37,4,4,11.8
52,3748,2016-08-06 00:00:00,28,1.23,14.6,3.5,1700,3553,44,189,98,45,49,4,3,12.6
53,3749,2016-08-06 00:00:00,28,1.205,13.2,3.5,1500,3253,43,189,98,29,35,4,4,12.4
54,3750,2016-08-06 00:00:00,38,1.735,9.2,3.5,1100,3006,45,190,133,30,33,4,5,13
55,3751,2016-08-06 00:00:00,15,0.742,9.4,3.7,1100,3065,47,189,56,33,36,4,5,12.9
56,3752,2016-09-06 00:00:00,33,1.531,11.5,3.5,1400,2871,46,190,116,31,32,4,4,13
57,3753,2016-09-06 00:00:00,30,1.514,10.3,3.9,1200,2846,49,187,117,32,31,4,4,12.5
58,3754,2016-09-06 00:00:00,27,1.538,8.3,4.2,1000,3059,55,190,113,35,50,3,5,13.3
59,3755,2016-09-06 00:00:00,34,1.481,10.5,3.8,1100,2736,43,192,129,37,38,3,4,11.3
60,3756,2016-10-06 00:00:00,32,1.509,11.4,3.3,1500,2849,47,189,106,42,42,3,4,13.9
61,3757,2016-10-06 00:00:00,31,1.522,10.3,3.8,1200,3086,48,189,118,56,54,3,4,12.6
62,3758,2016-10-06 00:00:00,27,1.408,11.8,3.8,1500,3396,52,190,103,45,46,3,4,13.6
63,3759,2016-10-06 00:00:00,26,1.168,10.9,3.7,1200,3694,44,189,96,54,64,3,4,11.6
64,3760,2016-10-06 00:00:00,26,1.264,13.2,4.2,1400,4496,48,189,109,56,68,3,4,11.5
65,3761,2016-10-06 00:00:00,27,1.312,12.2,4.5,1200,4335,48,189,122,54,63,3,4,10.6
66,3762,2016-10-06 00:00:00,26,1.22,9.1,4.4,900,4470,47,187,114,81,72,3,5,10.5
67,3763,2016-11-06 00:00:00,26,1.225,15.1,4.3,1500,4712,46,187,112,69,44,4,3,10.5
68,3764,2016-11-06 00:00:00,35,1.415,13,4.1,1200,3985,41,189,144,58,56,4,4,9.9
69,3765,2016-11-06 00:00:00,28,1.21,11.1,4,1100,3891,43,189,112,65,72,4,4,10.5
70,3766,2016-11-06 00:00:00,26,1.235,13.2,4.2,1400,3771,48,188,109,72,70,4,4,11.2
71,3767,2016-11-06 00:00:00,27,1.243,10.1,3.9,1100,3505,46,189,105,60,59,4,4,11.7
72,3768,2016-11-06 00:00:00,26,1.247,9.2,4.1,1000,3459,48,188,107,50,58,4,5,11.6
73,3769,2016-11-06 00:00:00,26,1.225,10.7,3.8,1200,3475,46,188,99,53,55,4,4,11.9
74,3770,2016-12-06 00:00:00,27,1.225,9.6,4,1000,3577,45,188,108,61,68,4,4,11.4
75,3771,2016-12-06 00:00:00,26,1.236,12.2,4,1300,4125,46,190,104,72,52,4,4,11.6
76,3772,2016-12-06 00:00:00,31,1.486,9.9,4,1100,3937,48,190,124,56,46,4,4,12
77,3773,2016-12-06 00:00:00,28,1.274,9.8,4.1,1000,3299,45,189,115,63,68,4,4,11
78,3774,2016-12-06 00:00:00,27,1.285,14.1,4.1,1500,3781,47,190,111,53,72,4,3,11.5
79,3775,2016-12-06 00:00:00,25,1.276,12.7,4.2,1400,4311,50,188,105,66,75,4,4,12
80,3776,2016-12-06 00:00:00,36,1.756,13.2,5,1200,5360,49,189,180,77,73,4,4,9.8
81,3777,2016-06-13 00:00:00,14,0.745,9.6,4.6,1000,3703,52,188,64,55,58,4,4,11.3
82,3778,2016-06-13 00:00:00,31,1.526,12.3,4.3,1300,3644,49,189,133,50,53,4,4,11.4
83,3779,2016-06-13 00:00:00,26,1.25,9.2,4,1000,3492,47,187,104,67,62,4,5,11.7
84,3780,2016-06-13 00:00:00,24,1.263,10.1,3.8,1300,3603,53,188,91,78,81,4,4,13.7
85,3781,2016-06-13 00:00:00,25,1.325,9.4,4.2,1100,3195,53,187,105,60,68,4,5,12.6
86,3782,2016-06-13 00:00:00,21,1.235,9.7,4.4,1200,3028,59,187,92,65,75,4,4,13.2
87,3783,2016-06-14 00:00:00,29,1.531,6.8,4.1,800,2806,52,186,119,54,66,4,5,12.8
88,3784,2016-06-14 00:00:00,34,1.733,10.2,4,1200,2356,51,189,136,49,46,4,4,12.8
89,3785,2016-06-14 00:00:00,38,1.535,10.7,3.3,1200,3164,40,187,125,62,82,4,4,12
90,3786,2016-06-14 00:00:00,3,0.115,12.5,3.4,1300,2740,38,188,10,61,83,4,4,11.3
91,3787,2016-06-14 00:00:00,21,0.838,10,3,1200,2837,39,188,63,47,59,4,4,13.1
92,3788,2016-06-15 00:00:00,28,1.52,5.1,3.6,700,2434,53,189,101,48,49,3,5,14.7
93,3789,2016-06-15 00:00:00,29,1.521,8.7,3.8,1100,2328,52,189,110,47,45,3,5,13.8
94,3790,2016-06-15 00:00:00,31,1.655,8.1,3.6,1100,2454,53,191,112,50,62,3,5,14.6
95,3791,2016-06-15 00:00:00,42,1.522,11.2,3.1,1200,2993,36,189,130,79,89,3,4,11.7
96,3792,2016-06-15 00:00:00,35,1.495,11.1,3.4,1300,3222,43,189,119,73,74,3,4,12.5
97,3793,2016-06-15 00:00:00,35,1.52,11.4,3.5,1300,3751,43,186,123,63,68,3,4,12.5
98,3794,2016-06-15 00:00:00,31,1.539,9.2,3.8,1100,3131,49,189,118,39,48,3,5,12.8
99,3795,2016-06-15 00:00:00,39,1.574,11.9,3.4,1300,3350,40,188,133,71,73,4,4,11.7
100,3796,2016-06-16 00:00:00,37,1.524,10.2,3.5,1100,4170,41,187,130,78,68,4,4,11.6
101,3797,2016-06-16 00:00:00,32,1.53,10.1,4.4,1000,4029,47,188,141,60,60,4,4,10.9
102,3798,2016-06-16 00:00:00,32,1.532,12.1,3.5,1500,3539,47,188,112,63,54,4,4,13.5
103,3799,2016-06-16 00:00:00,31,1.431,11.2,3.6,1300,3218,45,189,112,51,49,4,4,12.7
104,3800,2016-06-16 00:00:00,30,1.269,9.9,3.5,1100,3291,42,188,105,54,73,4,4,12
105,3801,2016-06-16 00:00:00,29,1.236,11.1,3.6,1200,3583,42,188,104,47,61,4,4,11.9
106,3802,2016-06-17 00:00:00,31,1.225,11.6,3.5,1200,3065,39,188,109,39,45,4,4,11.1
107,3803,2016-06-17 00:00:00,28,1.233,8.6,3.5,1000,3167,44,188,98,33,38,4,5,12.5
108,3804,2016-06-17 00:00:00,27,1.226,8.4,3.5,1000,3098,45,188,95,30,46,4,5,12.8
109,3805,2016-06-17 00:00:00,29,1.231,8.1,3.5,900,2954,42,188,102,27,54,4,5,12
110,3806,2016-06-17 00:00:00,27,1.524,8.1,3.8,1100,2820,56,188,103,31,40,4,5,14.8
111,3807,2016-06-17 00:00:00,26,1.424,9.1,3.8,1200,3317,54,188,99,33,53,4,5,14.1
112,3808,2016-06-17 00:00:00,30,1.228,8.2,3.8,800,4463,40,188,114,72,83,4,5,10.7
113,3809,2016-06-17 00:00:00,32,1.552,9.2,4,1000,3631,47,188,128,62,72,4,5,11.7
114,3810,2016-06-17 00:00:00,38,1.277,11.1,3.4,1000,3176,33,188,129,61,66,4,4,9.6
115,3811,2016-06-18 00:00:00,27,1.226,8.2,3.4,1000,3290,45,188,92,44,57,4,5,13.2
116,3812,2016-06-18 00:00:00,28,1.236,8.6,3.5,1000,2685,44,190,98,38,47,4,5,12.7
117,3813,2016-06-18 00:00:00,24,1.092,7.6,3.5,900,2909,45,188,84,40,47,4,5,12.6
118,3814,2016-06-18 00:00:00,31,1.541,10.9,3.8,1300,3447,49,188,118,40,48,4,4,12.9
119,3815,2016-06-18 00:00:00,27,1.38,10.1,3.6,1300,3109,50,190,97,38,33,4,4,13.7
120,3816,2016-06-18 00:00:00,29,1.205,8.4,3.2,1000,2885,41,190,93,71,73,4,5,12.6
121,3817,2016-06-18 00:00:00,30,1.217,9.7,3,1200,2628,40,188,90,49,43,4,4,13.4
122,3818,2016-06-18 00:00:00,25,1.021,9.7,3,1200,2589,40,189,75,35,32,4,4,13.2
123,3819,2016-06-18 00:00:00,41,1.517,12.6,3,1400,2784,36,188,123,34,31,4,4,12.2
124,3820,2016-06-18 00:00:00,58,1.527,8.6,2.3,900,3076,26,189,133,70,56,4,5,11.2
125,3821,2016-06-19 00:00:00,34,1.235,9.6,3.2,1000,2431,36,187,109,58,49,4,4,11.4
